policy_id,customer_id,customer_name,cnic,city,phone,policy_type,insurance_company,coverage_amount,premium,start_date,end_date,status
POL-276837B0,CUST-7AB7A485,Kaleem Gulshan,82735-4051297-4,Chaman,+923048311386,Tenant Insurance,U Microfinance Bank,676517,4451,2024-06-24,2026-05-29,Active
POL-77508787,CUST-B07C9C18,Muzhir Raheel,84173-8705747-2,Sanghar,+923462425906,Critical Illness,U Microfinance Bank,242060,3605,2025-05-10,2027-03-07,Active
POL-69A807F8,CUST-49243DF7,Raghib Umar,67886-6926321-7,Hasilpur,+923096382116,Medical Malpractice,AhsanTechCoding,273590,9946,2023-10-28,2025-08-05,Active
POL-F2271CC4,CUST-EB320D5F,Tirdad Rabbani,80070-7841949-1,Zhob,+923119107453,Business Liability,AhsanTechCoding,681639,5968,2025-01-15,2025-11-12,Active
POL-A97AF056,CUST-079B7E82,Qudamah Damurah,37197-4046160-8,Tank,+923412311305,Marine Cargo,EFU Life,326773,7299,2025-01-24,2027-01-24,Expired
POL-D5AF4BBB,CUST-3C56E694,Zaahir Mad,98704-4626784-9,Sanghar,+923141773845,Spoilage Insurance,Adamjee Insurance,979927,3543,2024-04-26,2026-10-09,Expired
POL-F0DF5BF3,CUST-913BEE99,Wafi Saboor,45499-6486859-2,Hub,+923040560237,Title Insurance,TPL Insurance,921734,5515,2025-05-20,2026-12-17,Pending
POL-E0261CCF,CUST-C65945DB,Ubay Ubaydullah,92250-9277669-9,Dera Ghazi Khan,+923246963633,Critical Illness,Jubilee Insurance,634995,3888,2023-09-14,2026-04-10,Expired
POL-AB747368,CUST-219FCE9C,Umaarah Nabeel,66757-6089229-5,Muzaffargarh,+923362242407,Earthquake Insurance,EFU Life,571786,6971,2024-03-23,2027-03-20,Active
POL-FB2455A0,CUST-65361799,Kashan Tadeen,49524-7087392-2,Jamshoro,+923030298532,Hospital Cash,EFU Life,319619,6288,2024-09-06,2026-12-23,Pending
POL-838BC761,CUST-5D646AE9,Yaaseen Tawkeel,36441-5071343-2,Dadu,+923152199471,Private Medical Insurance,AhsanTechCoding,507975,9051,2024-03-31,2026-12-27,Expired
POL-78CB2779,CUST-97084525,Chamali Kachela,26480-8596940-4,Jauharabad,+923132334621,Travel Medical,Jubilee Insurance,383359,1057,2024-06-15,2025-08-29,Pending
POL-1CB7560D,CUST-6794C467,Rabbaanee Talib,86486-1697083-9,Bahawalnagar,+923244325844,Spoilage Insurance,EFU Life,231253,5847,2024-09-21,2026-05-31,Active
POL-63727B42,CUST-0D491070,Rabit Naeem,57634-7690407-8,Awaran,+923036279256,Product Liability,TPL Insurance,310415,9160,2024-09-27,2027-01-22,Expired
POL-DD65797D,CUST-F1574634,Daniel Auraq,95958-8878538-4,Faisalabad,+923496391510,Group Health Insurance,U Microfinance Bank,181622,2232,2025-01-28,2027-01-21,Expired
POL-35DBBEBE,CUST-E4F42F08,Ghauth Sabiq,14969-8622537-3,Khairpur Mir’s,+923409654948,Credit Life,AhsanTechCoding,108042,6797,2024-01-03,2027-03-11,Expired
POL-B61B62F3,CUST-41E59D4B,Saalih Taj,86921-6542626-8,Hub,+923462617580,Surety Bonds,AhsanTechCoding,840236,2611,2024-02-18,2026-01-30,Pending
POL-08D96657,CUST-85EC7FF4,Kasam Umar,46136-9802912-6,Vehari,+923263457558,Dental Insurance,EFU Life,711290,3309,2023-06-24,2026-12-24,Active
POL-ABA6AD5B,CUST-7452C260,Zewad Aarif,64468-9534726-7,Wazirabad,+923206114697,Income Protection,Asim Financial Assurance,107657,6614,2023-11-26,2025-09-22,Pending
POL-CA99674B,CUST-64BE9878,Liyaaqat Saad,84194-9210264-5,Shahdadkot,+923202168896,Group Health Insurance,EFU Life,160105,9265,2024-06-17,2027-02-01,Expired
POL-42CECAC8,CUST-8573B26E,Raees Idris,24286-5894533-7,Larkana,+923148422506,Hospital Cash,Asim Financial Assurance,102554,2193,2023-11-30,2026-03-08,Active
POL-642EAFAB,CUST-E55A39BF,Ubay Ibrahim,44877-9225788-2,Ziarat,+923075035136,Travel Medical,Adamjee Insurance,473400,9377,2023-10-12,2025-11-28,Pending
POL-6A019914,CUST-4D9A2FAD,Yafir Taheem,83094-5037330-4,Narowal,+923403997249,Spoilage Insurance,U Microfinance Bank,137129,8830,2024-07-14,2026-12-25,Pending
POL-9A81A889,CUST-0C7335A8,Baaizeed Saad,48070-9226299-9,Shikarpur,+923348826458,Renters,AhsanTechCoding,806401,8716,2024-11-18,2027-01-24,Expired
POL-F35EC031,CUST-DB4D9B26,Yazeed Auraq,37023-5640581-3,Hangu,+923384313867,Cyber Liability,AhsanTechCoding,264793,7750,2024-05-13,2025-06-09,Pending
POL-0FA9D7A0,CUST-1EB6E56E,Ubay Ibraaheem,38187-7699672-4,Mirpur Khas,+923202227721,Professional Indemnity,Asim Financial Assurance,258942,5154,2024-05-27,2027-02-12,Pending
POL-CF8C25AB,CUST-21439A1D,Zafar Mahfuz,75813-3735425-6,Gilgit,+923098447594,Surety Bonds,EFU Life,768149,6485,2024-09-08,2025-10-30,Pending
POL-A367CEE9,CUST-671DFC98,Daanyaal Mahbub,39191-5687431-5,Pishin,+923213240941,Life,Adamjee Insurance,487609,3475,2024-01-19,2025-10-13,Pending
POL-F35BFA59,CUST-F4662474,Ghiyaath Kaleema,32514-4289683-8,Sujawal,+923246272454,Directors & Officers Liability,AhsanTechCoding,343213,4174,2023-10-01,2027-01-09,Expired
POL-F61D63E4,CUST-38E98F97,Zaafir Aalam,24503-3722008-6,Sukkur,+923493471569,Identity Theft Insurance,AhsanTechCoding,663941,9474,2023-06-21,2027-02-27,Expired
POL-BE447AD1,CUST-0FD91278,Taban Daamin,68569-3875611-1,Kotli,+923040104789,Spoilage Insurance,AhsanTechCoding,984554,7624,2024-05-20,2026-11-10,Expired
POL-C192D075,CUST-A553371A,Ihsaan Zaafir,12044-7137822-5,Sahiwal,+923306697838,Burglary,Asim Financial Assurance,646774,9313,2024-03-19,2027-01-02,Active
POL-4BC253A2,CUST-E0BD64DD,Ubaadah Wafa,67257-3152164-4,Chakdara,+923359285969,Key Person Insurance,TPL Insurance,663242,5457,2023-07-06,2025-06-28,Expired
POL-F16F6F30,CUST-EA2AC2D7,Waail Zaahid,65607-1148342-9,Wah Cantt,+923074932084,Health,EFU Life,641592,9984,2024-07-14,2026-05-31,Active
POL-B18663CF,CUST-3BF5F3F2,Mahboob Sair,11788-4671842-7,Kambar Shahdadkot,+923152908674,Boat Insurance,Asim Financial Assurance,532564,9703,2024-01-12,2025-12-23,Active
POL-E86A20F2,CUST-D3A4519C,Kaamil Yahyaa,65959-6806068-2,Mardan,+923280396181,Tenant Insurance,U Microfinance Bank,901197,8148,2024-01-08,2025-12-26,Expired
POL-9D5BDA0D,CUST-45DB573C,Kamal Wafa,26106-2762827-9,Quetta,+923312779689,Motorcycle,EFU Life,740788,8996,2025-02-27,2027-02-03,Active
POL-DEE352B6,CUST-EE2BEBED,Tali Zaakir,85255-9345693-6,Quetta,+923445850483,Marine Cargo,Adamjee Insurance,718301,5642,2023-11-26,2027-01-13,Expired
POL-998C6E4E,CUST-C62D79B9,Qutaybah Baleegh,10139-2335718-9,Kala Bagh,+923114183213,Vision Insurance,TPL Insurance,130867,9666,2024-04-18,2026-10-18,Active
POL-C20F3712,CUST-A997CD63,Qaseem Ubaid,74850-4920679-7,Khairpur,+923265309825,Flood Insurance,Asim Financial Assurance,620843,1756,2024-03-08,2026-03-04,Active
POL-6F5DAFDE,CUST-FF9AB7E1,Bashaar Ghanee,53170-8325648-5,Kharan,+923137435541,Health,Asim Financial Assurance,476403,1084,2024-07-02,2027-03-22,Expired
POL-B351AC61,CUST-60F87F9A,Bassam Jalil,68237-7643072-9,Khanewal,+923375942969,Pet Insurance,TPL Insurance,239645,9889,2025-03-12,2025-07-30,Pending
POL-5106F244,CUST-E667EB2A,Ghiyath Zackariya,37245-1490305-9,Sukkur,+923165414100,Identity Theft Insurance,TPL Insurance,867980,6083,2024-08-25,2026-07-11,Expired
POL-27BDD4AA,CUST-2172AE53,Basem Maalik,64550-6838147-4,Hafizabad,+923063325914,Mobile Phone Insurance,AhsanTechCoding,108805,1341,2024-10-20,2026-10-15,Active
POL-642BFE7C,CUST-B88B5038,Omar Yaman,96104-8898790-6,Gulistan,+923196254910,Key Person Insurance,TPL Insurance,518476,6103,2025-05-26,2027-01-04,Active
POL-8EC08CE0,CUST-63DA6908,Nail Rabah,19304-9924963-7,Hasilpur,+923409897249,Burglary,TPL Insurance,463037,4977,2024-09-13,2026-06-16,Expired
POL-9E75D4A5,CUST-E18A8D22,Ulfat Ubayd,16411-7075096-7,Peshawar,+923269263820,Directors & Officers Liability,AhsanTechCoding,252821,4037,2025-05-04,2025-07-18,Pending
POL-D5885AF8,CUST-6154C2FE,Badr Udeen Ejlaal,21196-2880891-1,Kallar Kahar,+923257906925,Hospital Cash,U Microfinance Bank,872813,4558,2023-10-23,2025-07-09,Active
POL-79DF31AF,CUST-29202798,Maawiya Raakin,74426-1274479-8,Awaran,+923119173029,Critical Illness,AhsanTechCoding,943046,1866,2023-11-21,2025-06-17,Expired
POL-0F6FD662,CUST-0F32CEA5,Wafi Bilaal,52519-4616598-6,Chakwal,+923171934693,Spoilage Insurance,AhsanTechCoding,482136,2475,2024-06-23,2025-09-18,Pending
POL-C75ABC8E,CUST-1F9BC711,Qadeer Qutaybah,24024-8896719-5,Nowshera Cantt,+923126359898,Workers Compensation,EFU Life,809119,5097,2025-03-04,2026-01-29,Active
POL-E55ED7F3,CUST-E81AFBAA,Rafee Aadil,38675-7167209-1,Chiniot,+923384504123,Trade Credit Insurance,U Microfinance Bank,271712,9437,2024-07-11,2026-07-19,Pending
POL-1A2A8C1E,CUST-95A0347B,Rohaan Kasim,26242-3258797-8,Hyderabad,+923044966014,Long Term Care,TPL Insurance,170614,4806,2024-05-02,2025-10-22,Expired
POL-C6664563,CUST-A1E898AF,Rabb Zuwayhir,95111-3285670-4,Chishtian,+923439759939,Personal Accident,AhsanTechCoding,311802,3773,2024-09-12,2025-10-02,Active
POL-7656440B,CUST-B64F8855,Aamir Luqmaan,46423-7008327-7,Harnai,+923192679625,Identity Theft Insurance,Asim Financial Assurance,446111,9014,2025-01-18,2027-05-08,Expired
POL-1C7276C9,CUST-C5D69FE4,Kaamil Ubaidah,55067-8986965-5,Mirpur,+923036822120,Travel,U Microfinance Bank,202011,2659,2024-05-02,2025-06-04,Pending
POL-81C02D14,CUST-9B78A3EB,Zerdad Eshan,46966-3260825-4,Jhelum,+923420984861,Surety Bonds,Adamjee Insurance,956822,3084,2024-06-04,2027-05-16,Active
POL-F9BDBEDA,CUST-050FF56A,Kamran Ubayd,54067-2747919-8,Gulistan,+923408470214,Kidnap & Ransom,EFU Life,852106,4999,2024-01-05,2026-05-26,Expired
POL-2726A50A,CUST-28B415D8,Maheen Taaj,23265-7116122-6,Lodhran,+923380922821,Tenant Insurance,Asim Financial Assurance,827328,9223,2024-02-07,2026-02-07,Active
POL-6126A69F,CUST-9BD38BD2,Rabbaanee Omran,89641-4596729-3,Haripur,+923392251333,Travel Medical,Jubilee Insurance,989636,1177,2024-09-10,2025-07-20,Active
POL-0C06A318,CUST-2349633C,Umar Yaghnam,13511-5250578-4,Shikarpur,+923233126513,Medical Malpractice,EFU Life,223599,6528,2024-03-05,2026-11-14,Active
POL-54763782,CUST-CDD25121,Jahm Liyaaqat,24249-4159220-2,Jamshoro,+923102082806,Burglary,EFU Life,919186,6656,2023-09-20,2025-06-29,Expired
POL-EAA7FA4E,CUST-C1F119C9,Zafrul Aabid,98577-8089390-4,Badin,+923496186433,Marine Cargo,Adamjee Insurance,212471,8541,2024-07-02,2026-05-26,Pending
POL-7557C00C,CUST-60A67F07,Aalam Wadi,61688-4108776-8,Sheikhupura,+923293669148,Travel,TPL Insurance,343576,5202,2023-07-21,2027-04-06,Active
POL-B230548A,CUST-38FF685A,Aadil Aarif,16146-4590253-5,Jalalpur Jattan,+923083327503,Burglary,Asim Financial Assurance,474147,7949,2025-03-12,2026-11-05,Active
POL-3AA08834,CUST-222AE836,Wahab Aasif,75134-9460509-8,Shorkot,+923481420882,Flood Insurance,U Microfinance Bank,624891,4356,2024-07-12,2026-03-10,Expired
POL-39D79D03,CUST-E67533EA,Aasim Yafir,79005-5384284-9,Bhakkar,+923491650143,Legal Expense Insurance,AhsanTechCoding,993688,3878,2024-05-04,2025-12-25,Pending
POL-38D5BEE5,CUST-C52CB1AB,Nabeel Saburah,58475-9247583-7,Bahawalpur,+923225382544,Medical Malpractice,TPL Insurance,830949,2205,2024-12-18,2027-03-13,Pending
POL-D99C8AA2,CUST-1D8E2D16,Jad Baasim,29674-5854733-6,Sanghar,+923027592201,Boiler & Machinery,TPL Insurance,530390,8741,2024-11-18,2026-03-20,Pending
POL-594148A9,CUST-AFEB8071,Baha Maheen,77002-2888216-1,Dera Murad Jamali,+923149005914,Long Term Care,Asim Financial Assurance,368485,7306,2024-06-28,2026-02-12,Expired
POL-32B2BA68,CUST-149CBD20,Qaseem Naail,16293-6905814-8,Moro,+923111286183,Burglary,TPL Insurance,139014,6762,2024-03-28,2025-06-16,Pending
POL-5972F2EF,CUST-880AC2F9,Mahdee Ayamin,65147-4742788-9,Nowshera,+923493417219,Motorcycle,AhsanTechCoding,606529,8247,2024-02-13,2026-08-24,Active
POL-22D45E03,CUST-BCBBE9BB,Saabir Jamaal,79523-2374826-6,Bannu,+923363121895,Professional Indemnity,Adamjee Insurance,392880,1888,2024-03-25,2025-07-15,Pending
POL-B21D5701,CUST-BE65D522,Ghazi Tahaw-wur,95627-8336804-9,Jhang,+923396779137,Group Health Insurance,Asim Financial Assurance,838546,3917,2023-09-28,2026-08-10,Active
POL-435A04DB,CUST-D4DDA153,Iesa Tadeen,94164-7372696-8,Qila Saifullah,+923498495043,Home,Adamjee Insurance,618027,4639,2024-01-23,2026-01-28,Pending
POL-BB75DE69,CUST-A4614ECA,Qutaybah Ghauth,52607-8320908-9,Jauharabad,+923178650674,Commercial Property,Adamjee Insurance,813046,9478,2024-02-04,2026-12-21,Pending
POL-167241F0,CUST-C0BFAE6B,Layth Qutaybah,74026-6052429-3,Sukkur,+923179320070,Medical Malpractice,U Microfinance Bank,485416,1580,2024-09-12,2026-11-23,Active
POL-65BE0B50,CUST-967C01BE,Ubaidah Saad,76103-1809612-1,Charsadda,+923497780470,Product Liability,TPL Insurance,404445,8170,2024-06-24,2026-05-07,Expired
POL-31600CE5,CUST-BBF14CD8,Birousk Raashid,33406-6061767-4,Hazro,+923365739398,Surety Bonds,U Microfinance Bank,743440,9900,2023-09-23,2026-01-08,Expired
POL-B5DD8AF9,CUST-4BC046DF,Saajid Idris,66828-7725877-4,Sibi,+923110895376,Cyber Liability,Adamjee Insurance,460936,8125,2023-07-24,2025-10-12,Active
POL-B83F0775,CUST-BFF65BF4,Umar Rabb,15967-1933376-8,Moro,+923272303076,Commercial Property,Jubilee Insurance,515562,6825,2023-12-26,2027-02-02,Pending
POL-4B31DD5B,CUST-A61B52A3,Raatib Tahmaseb,95655-5468402-9,Khuzdar,+923089741466,Workers Compensation,TPL Insurance,798317,5218,2023-12-22,2027-04-18,Pending
POL-6EF1AF83,CUST-0B562E28,Urrab Aasim,85608-4489904-4,Chitral,+923198253318,Gap Insurance,Asim Financial Assurance,442371,1651,2024-10-16,2025-06-22,Pending
POL-F263E880,CUST-281D440C,Gulfam Damurah,14888-6836310-9,Mirpur Khas,+923471625595,Workers Compensation,Asim Financial Assurance,132205,4949,2023-07-04,2025-06-15,Active
POL-29504445,CUST-EB6D73D9,Maroof Umar,45817-7353799-1,Bhakkar,+923261350541,Workers Compensation,Asim Financial Assurance,400092,6826,2023-10-28,2026-08-08,Active
POL-15B3AEC1,CUST-719336B4,Aadil Taheem,76930-4702982-4,Umerkot,+923401936929,Aviation Insurance,Asim Financial Assurance,323235,9132,2023-06-24,2027-01-26,Expired
POL-32537601,CUST-9C1D028D,Rabiah Tabassum,84267-6147564-2,Hub,+923008456234,Aviation Insurance,Asim Financial Assurance,749372,5925,2025-02-28,2025-06-20,Active
POL-489E45AF,CUST-8ABEFF18,Kareem Zarar,33631-2939421-7,Sanghar,+923037586464,Professional Indemnity,AhsanTechCoding,117151,7926,2023-08-26,2026-02-22,Expired
POL-777A1557,CUST-D51B580A,Bashar Maalik,87419-3134638-8,Dera Allah Yar,+923295564205,Identity Theft Insurance,Jubilee Insurance,456422,1599,2024-02-23,2025-08-28,Expired
POL-1502FE0C,CUST-72B088B6,Ghulaam Labeeb,14830-3326207-3,Pakpattan,+923198876854,Identity Theft Insurance,AhsanTechCoding,270043,9588,2023-06-26,2025-09-10,Active
POL-F6BC83AB,CUST-7F52CF44,Naail Baashir,40556-3237310-6,Kotri,+923429892476,Key Person Insurance,U Microfinance Bank,430082,8482,2024-06-05,2026-04-26,Expired
POL-E463CC7A,CUST-ACF4C2B7,Rafay Majeed,75397-7496057-7,Kharan,+923490565553,Equipment Breakdown,TPL Insurance,538383,5072,2025-05-17,2026-12-11,Active
POL-28A99B2D,CUST-F096F2D5,Labeeb Talib,20974-8892186-9,Mardan,+923275077947,Hospital Cash,U Microfinance Bank,977647,2771,2025-03-22,2027-02-15,Expired
POL-750A79DD,CUST-E6509A70,Aabid Zuwayhir,87474-6780665-7,Thatta,+923427872203,Life,U Microfinance Bank,133084,2849,2024-12-27,2027-03-12,Pending
POL-4749CF17,CUST-4006B5A1,Zahir Ali,36214-3414387-4,Kambar,+923111387735,Identity Theft Insurance,Jubilee Insurance,735591,9776,2023-06-07,2026-02-28,Pending
POL-1D691B23,CUST-8CE1E7D7,Nabeel Ubadah,26974-4746244-3,Jacobabad,+923272858928,Marine Cargo,AhsanTechCoding,487937,1923,2025-04-19,2026-11-29,Active
POL-F4BE60EE,CUST-7CCA24C2,Saadiq Jamaal,19773-8393655-3,Gawadar,+923351030426,Directors & Officers Liability,Jubilee Insurance,474370,9677,2023-10-17,2025-10-14,Expired
POL-92940141,CUST-D2AC3949,Zuwayhir Aabid,37537-8579142-7,Dadu,+923058635739,Event Cancellation,Adamjee Insurance,291774,9798,2025-02-15,2025-12-02,Active
POL-BD260AD7,CUST-AD19024D,Muhazzim Qaseem,90226-3062764-3,Mirpur,+923194634124,Travel,Asim Financial Assurance,344844,1310,2024-01-21,2025-11-03,Active
POL-68F0C506,CUST-5903855D,Changaz Majeed,16090-2228486-8,Mailsi,+923440112200,Motorcycle,Asim Financial Assurance,527017,2511,2023-12-08,2026-12-09,Pending
POL-6DF18B2D,CUST-7D55E6F8,Baaqir Fidvi,49317-8170647-6,Tank,+923230644183,Workers Compensation,EFU Life,818799,3801,2024-06-21,2025-08-12,Pending
POL-BE987E6A,CUST-C71A70B1,Jahm Tabassum,86795-3111897-9,Chaman,+923124111068,Disability,Asim Financial Assurance,571073,7560,2023-07-31,2025-06-28,Pending
POL-9EEAD98E,CUST-EB3AA2D6,Danish Talha,48347-7470796-4,Tharparkar,+923462260297,Motorcycle,Adamjee Insurance,354543,7129,2024-08-12,2026-04-21,Pending
POL-062CDE82,CUST-5932FCC2,Tabish Aamirah,69629-9170273-1,Nowshera Cantt,+923012870648,Gap Insurance,TPL Insurance,774563,3693,2024-04-27,2026-01-17,Active
POL-9029CBFE,CUST-834CF3E4,Cheragh Bizhan,47177-8741097-5,Pakpattan,+923154469486,Cyber Liability,AhsanTechCoding,875589,4015,2024-01-15,2027-04-21,Pending
POL-872142F0,CUST-1345D3CA,Aaqil Fidvi,59369-7509766-5,Qambar,+923138969195,Flood Insurance,AhsanTechCoding,326861,4546,2025-02-01,2026-02-01,Expired
POL-934456C9,CUST-C542EC6A,Sad Ghasaan,73851-3538135-3,Khushab,+923027764513,Business Liability,EFU Life,190097,4908,2023-06-14,2026-09-25,Pending
POL-DC0457B0,CUST-B21AA388,Mahfuz Rafeek,80661-1577982-9,Chiniot,+923143087269,Auto,Jubilee Insurance,414257,9555,2023-11-24,2025-08-22,Expired
POL-A22474F6,CUST-2366289E,Mahbub Zaahir,64766-4539251-7,Chaman,+923341161163,Hospital Cash,EFU Life,737766,6246,2024-11-17,2026-04-02,Expired
POL-35C59BE9,CUST-A03554E6,Zabir Ubayd,47421-4099201-3,Layyah,+923116956683,Auto,U Microfinance Bank,661783,4903,2023-06-04,2025-12-03,Expired
POL-B8C6CFA0,CUST-E8E2D214,Sadan Wafa,75768-8661254-2,Nowshera Virkan,+923238289092,Trade Credit Insurance,TPL Insurance,300320,7726,2024-03-16,2027-04-09,Pending
POL-9CC035A5,CUST-C5399804,Omeir Qabeel,31764-2316023-5,Nawabshah,+923085583456,Motorcycle,Asim Financial Assurance,744232,4904,2023-11-26,2025-09-05,Active
POL-3DDE3B81,CUST-7AC1D10D,Bairbel Baasim,98540-3632401-6,Mingora,+923259427277,Equipment Breakdown,U Microfinance Bank,295411,8941,2024-05-16,2027-05-20,Expired
POL-2AA6CEA4,CUST-3696EB1B,Naail Esfandyar,43817-6315746-2,Samundri,+923129591023,Event Cancellation,EFU Life,674770,4296,2023-10-08,2026-12-01,Expired
POL-9C4568EE,CUST-8C822466,Sabahat Raed,63123-1576538-4,Sahiwal,+923289898122,Mortgage Insurance,Adamjee Insurance,720906,1128,2023-10-25,2027-02-22,Active
POL-3586F694,CUST-9EB612B3,Nabeel Yawer,86681-7262688-6,Muzaffargarh,+923202174918,Directors & Officers Liability,Adamjee Insurance,723237,2428,2024-07-23,2026-03-30,Expired
POL-4380791A,CUST-1335C438,Iftikhaar Kasim,27290-2776804-7,Khuzdar,+923456186344,Business Liability,EFU Life,870167,6250,2024-07-19,2026-02-24,Expired
POL-B136E986,CUST-DA4D3CA0,Nabhan Aamir,35796-1774256-9,Karak,+923111303104,Directors & Officers Liability,Adamjee Insurance,118980,1827,2023-12-28,2026-04-02,Pending
POL-50F492EA,CUST-FEE529AA,Fazli Mahmoud,86480-5735604-3,Mianwali,+923102210380,Renters,Adamjee Insurance,732670,4082,2023-07-02,2025-11-14,Expired
POL-A8D5F956,CUST-D8EFA041,Baha Naeem,18395-2783066-8,Sheikhupura,+923337970762,Key Person Insurance,TPL Insurance,640875,7029,2024-09-10,2026-10-24,Expired
POL-BD35F5CE,CUST-CE48D318,Naeem Zuwayhir,48524-1033477-9,Mingora,+923342544428,Cyber Liability,Adamjee Insurance,318371,5242,2024-12-13,2027-04-05,Expired
POL-991F426C,CUST-0A3C09DA,Aaryan Azban,31508-1397305-7,Talagang,+923412663249,Directors & Officers Liability,TPL Insurance,210851,7892,2023-12-06,2026-04-24,Pending
POL-BF520F04,CUST-DA43EC72,Maazin Aadam,14198-4504830-2,Fateh Jang,+923094789374,Equipment Breakdown,Jubilee Insurance,977096,4078,2024-12-24,2026-12-22,Active
POL-95D42B1B,CUST-3C5E1A04,Dakhil Sabah,76401-8319797-3,Thatta,+923244904964,Long Term Care,TPL Insurance,173774,3487,2024-10-30,2027-05-13,Expired
POL-56E7B0D6,CUST-417C1BEC,Qusay Wafa,87527-8974804-3,Ghotki,+923467198489,Flood Insurance,TPL Insurance,560076,9016,2023-12-11,2025-07-08,Pending
POL-2525EC52,CUST-78F6D7AB,Awamiri Taanish,49103-1201862-5,Gilgit,+923114497681,Commercial Property,Asim Financial Assurance,947096,4809,2023-11-16,2026-11-18,Pending
POL-EE81C357,CUST-86C0A3E8,Yaghnam Zackariya,40667-6474759-1,Tando Muhammad Khan,+923006511862,Mobile Phone Insurance,AhsanTechCoding,413656,8676,2023-06-28,2026-09-30,Pending
POL-A3946E40,CUST-9A745FAA,Qutaybah Tahaw-wur,72891-5704241-8,Jhang,+923139673768,Pet Insurance,TPL Insurance,339981,1817,2024-08-30,2026-08-22,Expired
POL-848B64B3,CUST-83229ED5,Luqmaan Yafir,67434-2181850-5,Peshawar,+923351362292,Vision Insurance,Asim Financial Assurance,128226,4625,2024-12-20,2026-09-08,Pending
POL-19FD2632,CUST-75C4FD48,Naathim Ijli,87768-9887675-1,Thatta,+923257449914,Key Person Insurance,EFU Life,598947,9243,2024-08-21,2026-07-17,Pending
POL-14446461,CUST-C9C57EA5,Mahmud Ubaadah,94046-4872756-9,Jhang,+923479002830,Aviation Insurance,Adamjee Insurance,489678,1883,2023-09-10,2026-09-15,Active
POL-3F66706B,CUST-9923A53A,Tabassum Ossama,29394-5209255-6,Lodhran,+923048352044,Identity Theft Insurance,U Microfinance Bank,618195,5713,2024-08-03,2025-06-12,Active
POL-7D158954,CUST-4CEBA5D7,Talha Tahaw-wur,22388-1047909-6,Moro,+923151253418,Event Cancellation,AhsanTechCoding,261835,1351,2025-05-10,2025-11-07,Pending
POL-BE32E456,CUST-720E3D9D,Zaib Babar,58541-9690657-4,Orakzai,+923176147289,Cyber Liability,AhsanTechCoding,350436,4447,2025-02-23,2026-05-28,Active
POL-A86F2E0C,CUST-FFA5204D,Taimur Baashir,87773-1581354-3,Awaran,+923495760089,Surety Bonds,U Microfinance Bank,126412,9587,2024-02-13,2026-05-18,Active
POL-54BEE244,CUST-2E361AD8,Qais Ali,97795-7850487-3,Kambar,+923231402805,Directors & Officers Liability,EFU Life,516089,8432,2024-06-05,2027-03-20,Active
POL-2437549C,CUST-A483039C,Mahdi Rabb,14339-5356967-8,Larkana,+923421296780,Private Medical Insurance,U Microfinance Bank,983468,9695,2024-05-24,2026-04-10,Active
POL-D7174788,CUST-58FDA06F,Kazi Yawer,92363-5523212-9,Nawabshah,+923348240226,Identity Theft Insurance,EFU Life,512574,1852,2025-03-03,2027-02-04,Active
